species,family,moved.to.max.data,n,body.size.avg,body.size.min,body.size.max,body.size.metric,carapace.length.to.total.body.length.conversion,max.of.cl.and.total.length,tmean.avg,habitat.category,citation,title,notes
Cambarus_maculatus,cambaridae,yes,27,32.31,26.88,38.41,carapace.length,76.82,76.82,12.72300015,Aquatic,Distefano 2016,"LIFE HISTORY OF THE VULNERABLE ENDEMIC CRAYFISH CAMBARUS (EREBICAMBARUS) MACULATUS HOBBS AND PFLIEGER, 1988 (DECAPODA: ASTACOIDEA: CAMBARIDAE) IN MISSOURI, USA",
Faxonius_medius,cambaridae,yes,,,,66,total.body.length,66,66,12.72300015,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_bouchardi,cambaridae,yes,,,,80.6,total.body.length,80.6,80.6,12.78400022,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_juvenilis,cambaridae,yes,,,,81.5,total.body.length,81.5,81.5,12.79266647,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_conasaugensis,cambaridae,yes,3,33.97,28.4,32.4,carapace.length,64.8,64.8,12.91166689,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Cambarus_pristinus,cambaridae,,,,,32.3,carapace.length,64.6,64.6,12.94166656,Aquatic,Hobbs 1965,"A NEW CRAYFISH OF THE GENUS CAMBARUS FROM TENNESSEE WITH AN EMENDED DEFINITION OF THE GENUS (DECAPODA, ASTACIDAE)",
Gramastacus_insolitus,parastacidae,yes,,,,40,total.body.length,40,40,12.96099993,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_crinipes,cambaridae,,,,,37.1,carapace.length,74.2,74.2,12.96433348,Aquatic,Bouchard 1973,"A new crayfish of the subgenus Jugicambarus from Tennessee with an emended definition of the subgenus (Astacidae, Decapoda)",
Cambarus_georgiae,cambaridae,yes,1,24.6,,24.6,carapace.length,49.2,49.2,12.99900001,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Faxonius_jeffersoni,cambaridae,yes,,,,75.7,total.body.length,75.7,75.7,13.0356667,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_bisectus,cambaridae,yes,,,,75.7,total.body.length,75.7,75.7,13.09733324,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_kentuckiensis,cambaridae,yes,,,,87,total.body.length,87,87,13.09966671,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_stannardi,cambaridae,yes,2,24.8,20.7,28.9,carapace.length,56.933,56.933,13.09966671,Aquatic,Page 1985,The crayfishes and shrimps of illinois,
Barbicambarus_cornutus,cambaridae,yes,,,,135.5,total.body.length,135.5,135.5,13.11766668,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_illinoiensis,cambaridae,yes,3,26.3,21.5,31.3,carapace.length,61.661,61.661,13.14999995,Aquatic,Page 1985,The crayfishes and shrimps of illinois,
Faxonius_luteus,cambaridae,yes,,,,86.4,total.body.length,86.4,86.4,13.18133309,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_rafinesquei,cambaridae,yes,,,,73,total.body.length,73,73,13.21833352,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_tenebrosus,cambaridae,yes,,,,119.1,total.body.length,119.1,119.1,13.22933324,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_indianensis,cambaridae,yes,3,28.7,26.3,32.2,carapace.length,63.434,63.434,13.25233343,Aquatic,Page 1985,The crayfishes and shrimps of illinois,
Cambarus_longirostris,cambaridae,yes,3,24.46,20,22.6,carapace.length,45.2,45.2,13.39766651,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Cambarus_hiwasseensis,cambaridae,yes,1,30.1,,30.1,carapace.length,60.2,60.2,13.39799992,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Faxonius_meeki_meeki,cambaridae,yes,,,,51,total.body.length,51,51,13.44300013,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_quadruncus,cambaridae,yes,34,21.3,15.2,31.6,carapace.length,62.252,62.252,13.51066655,Aquatic,Mabery 2017,"Comparative Fecundity of the Imperiled Crayfish Faxonius quadruncus Creaser and Invasive Crayfish Faxonius hylas (Faxon) in the St. Francis River Drainage of Missouri, USA",
Faxonius_punctimanus,cambaridae,yes,,,,111.7,total.body.length,111.7,111.7,13.53466666,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_ronaldi,cambaridae,yes,,,,74,total.body.length,74,74,13.6139999,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_asperimanus,cambaridae,,,,,27,carapace.length,54,54,13.64700003,Aquatic,Faxon 1914,Notes on the crayfishes,
Cambarus_rusticiformis,cambaridae,yes,,,,84.5,total.body.length,84.5,84.5,13.6550001,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_barrenensis,cambaridae,yes,,,,62,total.body.length,62,62,13.65800007,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_forceps,cambaridae,,,,,39.5,carapace.length,77.815,77.815,13.69900008,Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Faxonius_williamsi,cambaridae,yes,10,21.5,17.5,25.7,carapace.length,50.629,50.629,13.73366679,Aquatic,"Di Stefano, Robert J. Black, Tyler R. Herleth-King, Shawna S. Kanno, Yoichiro Mattingly, Hayden T. 2014","Life histories of two populations of the imperiled crayfish Faxonius (Procericambarus) Williamsi (Decapoda: Cambaridae) in Southwestern Missouri, U.S.A.",
Faxonius_margorectus,cambaridae,yes,,,,83,total.body.length,83,83,13.79933331,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_tricuspis,cambaridae,yes,,,,83,total.body.length,83,83,13.82199994,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_cumberlandensis,cambaridae,yes,,,,112.5,total.body.length,112.5,112.5,13.83499989,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_hubbsi,cambaridae,yes,,,,91.4,total.body.length,91.4,91.4,13.86266686,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_brachydactylus,cambaridae,,,,,20.3,carapace.length,40.6,40.6,13.87066671,Aquatic,Hobbs 1953,"Two New Crayfishes from the Highland Rim in Tennessee (Decapoda, Astacidae)",
Faxonius_ozarkae,cambaridae,yes,,,,86.4,total.body.length,86.4,86.4,13.87733353,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_putnami,cambaridae,yes,,,,90.7,total.body.length,90.7,90.7,13.88533357,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_distans,cambaridae,yes,,,,83.2,total.body.length,83.2,83.2,13.89399989,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_rhoadesi,cambaridae,yes,,,,65.5,total.body.length,65.5,65.5,13.97133336,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_johni,cambaridae,yes,,,,47.8,total.body.length,47.8,47.8,13.97500032,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_yarreansis,parastacidae,yes,,,,161.9,total.body.length,161.9,161.9,13.99699998,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_sphenoides,cambaridae,yes,,,,89.7,total.body.length,89.7,89.7,14.03399982,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_speciosus,cambaridae,,,,,45.3,carapace.length,90.6,90.6,14.05266664,Aquatic,Hobbs 1981,The Crayfishes of Georgia,
Cambarus_friaufi,cambaridae,yes,,,,42.3,total.body.length,42.3,42.3,14.07066659,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_eupunctus,cambaridae,yes,,,,71.1,total.body.length,71.1,71.1,14.14400012,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_durelli,cambaridae,yes,,,,72.6,total.body.length,72.6,72.6,14.15766658,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_marchandi,cambaridae,yes,,,,60.9,total.body.length,60.9,60.9,14.1693332,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_shoupi,cambaridae,yes,,,,34.6,total.body.length,34.6,34.6,14.20666661,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_williami,cambaridae,,,,,22,carapace.length,44,44,14.21233306,Aquatic,Bouchard and Bouchard 1995,Two new species and subgenera (Cambarus and Orconectes) of crayfishes (Decapoda: Cambaridae) from the eastern United States,
Faxonius_neglectus,cambaridae,,,,,96.2,total.body.length,96.2,96.2,14.24966642,Aquatic,Pfleigger 2002,The Crayfishes of Missouri,
Faxonius_macrus,cambaridae,yes,,,,51,total.body.length,51,51,14.26733336,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_placidus,cambaridae,yes,,,,101.5,total.body.length,101.5,101.5,14.3180001,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_longidigitus,cambaridae,yes,,,,152,total.body.length,152,152,14.38933343,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_compressus,cambaridae,yes,,,,51,total.body.length,51,51,14.40933323,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_burri,cambaridae,yes,,,,64.5,total.body.length,64.5,64.5,14.45999999,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_mirus,cambaridae,,,,,30.4,carapace.length,59.888,59.888,14.46033329,Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Cambarus_acuminatus,cambaridae,,,,,34.3,carapace.length,68.6,68.6,14.47500012,Aquatic,Williams et al. 2019,"Redescription and circumscription of the Acuminate Crayfish, Cambarus acuminatus Faxon, 1884 (Decapoda: Cambaridae)",
Faxonius_pagei,cambaridae,,,,,34.6,carapace.length,68.162,68.162,14.52366668,Aquatic,Taylor and Sabaj 1997,A new crayfish of the genus Orconectes from western Tennessee,
Euastacus_yanga,parastacidae,yes,,,,127.2,total.body.length,127.2,127.2,14.57133309,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_nana,cambaridae,,,,,24.6,carapace.length,48.462,48.462,14.59799986,Aquatic,Willaims 1952,"Six New Crayfishes of the Genus Orconectes (Decapoda: Astacidae) from Arkansas, Missouri and Oklahoma",
Cambarus_unestami,cambaridae,yes,,,,82.6,total.body.length,82.6,82.6,14.6686664,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_alabamensis,cambaridae,yes,5,22.7,17.1,28.3,carapace.length,55.751,55.751,14.6843334,Aquatic,Cooper and Hobbs 1980,New and little-known Crayfish of the virilis Section of the Genus Orconectes (Decapoda: Cambaridae) from the Southeastern United States,
Cambarus_longulus,cambaridae,yes,96,21.92,18.22,26.73,carapace.length,53.46,53.46,14.8343332,Aquatic,Smart G.C. Jr 1962,The life history of the crayfish Cambarus longulus longulus,
Faxonius_peruncus,cambaridae,yes,7,87.655,35.56,139.75,total.body.length,139.75,139.75,14.8843332,Aquatic,"Pflieger, 1996",The Crayfishes of Missouri,
Faxonius_virginiensis,cambaridae,,,,,23.3,carapace.length,45.901,45.901,14.98933347,Aquatic,Hobbs 1951,"A New Crayfish of the Genus Orconectes from Southeastern Virginia (Decapoda, Astacidae)",
Cambarus_lenati,cambaridae,yes,3,26.5,23,30,carapace.length,60,60,14.99400004,Aquatic,"Simmons and Fraley, 2010","Distribution, status, and life-history observations of crayfishes in western North Carolina",
Cambarus_coosawattae,cambaridae,yes,8,25.725,22.1,30.1,carapace.length,60.2,60.2,15.06333351,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Faxonius_saxatilis,cambaridae,,,,,26.1,carapace.length,51.417,51.417,15.07066649,Aquatic,Bouchard and Bouchard 1976,"Orconectes saxatilis, a new species of crayfish from eastern Oklahoma",
Cambarus_scotti,cambaridae,yes,4,34.4,30.9,39.9,carapace.length,79.8,79.8,15.09000007,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Faxonius_cooperi,cambaridae,,,,,56.6,carapace.length,111.502,111.502,15.1063333,Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Cambarus_girardianus,cambaridae,yes,7,33.71,25.6,38.8,carapace.length,77.6,77.6,15.18033324,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Faxonius_spinosus,cambaridae,yes,6,28.98,22.5,35.9,carapace.length,70.723,70.723,15.21466649,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Cambarus_cracens,cambaridae,,,,,39.7,carapace.length,79.4,79.4,15.32133333,Aquatic,Bouchard and Hobbs 1976,A New Subgenus and Two New Species of Crayfishes of the Genus Cambarus (Decapoda: Cambaridae) from the Southern United States,
Faxonius_wrighti,cambaridae,,,,,26.2,carapace.length,51.614,51.614,15.36566671,Aquatic,Hobbs 1948,A NEW CRAYFISH OF THE GENUS ORCONECTES FROM SOUTHERN TENNESSEE,
Cambarus_spicatus,cambaridae,yes,,,,79.3,total.body.length,79.3,79.3,15.44833346,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_validus,cambaridae,yes,3,26.5,24.2,27.8,carapace.length,54.766,54.766,15.48566675,Aquatic,Cooper and Hobbs 1980,New and little-known Crayfish of the virilis Section of the Genus Orconectes (Decapoda: Cambaridae) from the Southeastern United States,
Faxonius_leptogonopodus,cambaridae,yes,,,,51.9,total.body.length,51.9,51.9,15.54833333,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_fasciatus,cambaridae,yes,15,36.14,26.7,44.3,carapace.length,88.6,88.6,15.59799989,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Faxonius_etnieri,cambaridae,yes,8,27.18,,27.18,carapace.length,53.5446,53.5446,15.61833328,Aquatic,Adams 2008,Female reproductive characteristics of three species in the Orconectes subgenus Trisellescens and comparisons to other Orconectes species,
Cambarus_manningi,cambaridae,,,,,31.5,carapace.length,63,63,15.61900016,Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Cambarus_eeseeohensis,cambaridae,yes,,,,93.1,total.body.length,93.1,93.1,15.65433339,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_coosae,cambaridae,yes,9,28.91,25.2,32.4,carapace.length,64.8,64.8,15.71533322,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Cambarus_englishi,cambaridae,yes,,,,74.7,total.body.length,74.7,74.7,15.77566699,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_striatus,cambaridae,yes,,,,107.8,total.body.length,107.8,107.8,15.84199969,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_deanae,cambaridae,,,,,85,total.body.length,85,85,15.85866678,Aquatic,Morehouse and Tobler 2013,"Crayfishes (Decapoda : Cambaridae) of Oklahoma: Identification, distributions, and natural history",
Faxonius_acares,cambaridae,,,,,76,total.body.length,76,76,15.88400018,Aquatic,McAllister and Robison 1010,"Distribution of the Endemic Redspotted Stream Crayfish, Orconectes acares (Decapoda: Cambaridae), in Arkansas",
Faxonius_difficilis,cambaridae,,,,,80,total.body.length,80,80,15.88766662,Aquatic,Morehouse and Tobler 2013,"Crayfishes (Decapoda : Cambaridae) of Oklahoma: Identification, distributions, and natural history",
Faxonius_carolinensis,cambaridae,,,,,34.1,carapace.length,67.177,67.177,15.93699992,Aquatic,Cooper and Cooper 1995 ,"A New Species of Crayfish of the Genus Orconectes, Subgenus Procericambarus (Decapoda: Cambaridae), Endemic to the Neuse and Tar-Pamlico River Basins, North Carolina",
Faxonius_menae,cambaridae,,,,,80,total.body.length,80,80,16.03199971,Aquatic,Morehouse and Tobler 2013,"Crayfishes (Decapoda : Cambaridae) of Oklahoma: Identification, distributions, and natural history",
Faxonius_palmeri,cambaridae,yes,,,,87,total.body.length,87,87,16.05333332,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_hartfieldi,cambaridae,yes,,,,59.6,total.body.length,59.6,59.6,16.14966659,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_chickasawae,cambaridae,yes,4,28.875,,28.875,carapace.length,56.88375,56.88375,16.25366668,Aquatic,Adams 2008,Female reproductive characteristics of three species in the Orconectes subgenus Trisellescens and comparisons to other Orconectes species,
Cambarus_obstipus,cambaridae,,,,,45.9,carapace.length,91.8,91.8,16.25599976,Aquatic,Schuster et al. 2022,The Crayfishes of Alabama,
Cambarus_hystricosus,cambaridae,yes,,,,91.3,total.body.length,91.3,91.3,16.3756669,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_spinifer,parastacidae,yes,,,,342.2,total.body.length,342.2,342.2,16.39900001,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_howardi,cambaridae,yes,,,,65.5,total.body.length,65.5,65.5,16.45700002,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_mississippiensis,cambaridae,yes,4,27.55,25.8,29.2,carapace.length,57.524,57.524,16.5606664,Aquatic,Cooper and Hobbs 1980,New and little-known Crayfish of the virilis Section of the Genus Orconectes (Decapoda: Cambaridae) from the Southeastern United States,
Cambarus_halli,cambaridae,yes,23,30.69,22,39,carapace.length,78,78,16.64533337,Aquatic,"Dennard S., J.T. Peterson, and E.S. Hawthorne 2009",Life History and ecology of Cambarus halli (Hobbs),
Cambarus_hobbsorum,cambaridae,yes,,,,65.7,total.body.length,65.7,65.7,16.64599995,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarellus_patzcuarensis,cambaridae,yes,,,,35.5,total.body.length,35.5,35.5,16.70533331,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_causeyi,cambaridae,yes,62,43,25.12,55.53,carapace.length,109.3941,109.3941,16.70699986,Aquatic,Dean J.L. 1969,"Biology of the crayfish Faxonius causeyi, and its use for control of aquatic weeds in trout lakes",
Faxonius_erichsonianus,cambaridae,yes,4,33.9,29.1,44.1,carapace.length,86.877,86.877,16.77400021,Aquatic,"Hobbs, 1981",The Crayfishes of Georgia,
Cambarellus_puer,cambaridae,yes,,25,22,28,carapace.length,52.92,52.92,17.06799976,Aquatic,"Taylor & Schuster, 2004",The Crayfishes of Kentucky,
Cambarellus_shufeldtii,cambaridae,yes,,,,35,carapace.length,66.15,66.15,17.12099969,Aquatic,"Taylor & Schuster, 2004",The Crayfishes of Kentucky,
Cambarellus_chihuahuae,cambaridae,yes,,,,26.9,total.body.length,26.9,26.9,17.15266645,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_perfectus,cambaridae,,,,,39,carapace.length,76.83,76.83,17.15333339,Aquatic,Hopper et al. 2012,"The Sipsey River, Alabama: A Crayfish Diversity “Hotspot”?",
Bouchardina_robisoni,cambaridae,yes,,,,18.89,carapace.length,36.8355,36.8355,17.24000033,Aquatic,"Zack Graham, Unpublished data",,
Faxonius_nais,cambaridae,,,,,42,carapace.length,82.74,82.74,17.28766664,Aquatic,Money 1988,Aspects of reproduction for the crayfish Orconectes nais; thesis,
Faxonius_jonesi,cambaridae,yes,,,,52.7,total.body.length,52.7,52.7,17.47833339,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_cainii,parastacidae,yes,,,,260,total.body.length,260,260,17.8653334,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarellus_diminutus,cambaridae,yes,,,,12.5,total.body.length,12.5,12.5,18.05399982,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Astacoides_caldwelli,parastacidae,yes,27,56.32,49.79,67.09,carapace.length,122.7747,122.7747,18.17800005,Aquatic,"Jones et al., 2007",The ecology and conservation status of Madagascar’s endemic freshwater crayfish (Parastacidae; Astacoides),
Cambarellus_lesliei,cambaridae,yes,,,,21.1,total.body.length,21.1,21.1,18.19733326,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Faxonius_lancifer,cambaridae,yes,1,40,,40,carapace.length,78.8,78.8,18.21466649,Aquatic,Page 1985,The crayfishes of Illinois,
Faxonius_holti,cambaridae,,,,,34.4,carapace.length,67.768,67.768,18.30666685,Aquatic,Cooper and Hobbs 1980,New and little-known Crayfish of the virilis Section of the Genus Orconectes (Decapoda: Cambaridae) from the Southeastern United States,
Faxonius_maletae,cambaridae,,,,,27.9,carapace.length,54.963,54.963,18.35566672,Aquatic,Walls 1972,Three new crayfishes related to Orconectes dificilis (Faxon) (Decapoda: Astacidae),
Cambarellus_alvarezi,cambaridae,yes,,,,33.2,total.body.length,33.2,33.2,18.50299994,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Astacoides_madagascariensis,parastacidae,,,,,86.1,carapace.length,157.563,157.563,18.50533311,Aquatic,Hobbs 1987,A Review of the Crayfish Genus Astacoides (Decapoda: Parastacidae),
Cambarellus_blacki,cambaridae,yes,,,,24.3,total.body.length,24.3,24.3,18.96933349,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarellus_montezumae,cambaridae,yes,136,13.9,20,44.4,total.body.length,44.4,44.4,19.01733327,Aquatic,Luis Arredondo-Figueroa et al. 2011,Breeding aspects of the crayfish Cambarellus (Cambarellus) montezumae (Crustacea: Decapoda: Cambaridae) under controlled conditions.,
Cherax_dispar,parastacidae,,,,,70,total.body.length,70,70,19.35299969,Aquatic,Riek 1951,The freshwater crayfish (family Parastacidae) of Queensland,
Faxonius_hobbsi,cambaridae,,,,,22.5,carapace.length,44.325,44.325,19.70800002,Aquatic,Penn 1950,A new Orconectes from the Pontchartrain watershed in Louisiana and Mississippi (Decapoda: Astacidae),
Cambarellus_schmitti,cambaridae,,,,,10.9,carapace.length,20.601,20.601,19.95133352,Aquatic,Hobbs 1942,The crayfishes of Florida,
Cambarellus_texanus,cambaridae,yes,,,,22.3,total.body.length,22.3,22.3,20.0756669,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarellus_chapalanus,cambaridae,,,,,13.8,carapace.length,26.082,26.082,20.11133353,Aquatic,Caceres et al. 2022,"Population dynamics of the crayfish Cambarellus chapalanus from the San Juan Cosalá Mountain Range, Jalisco, Mexico",
Cambarellus_ninae,cambaridae,,,,,16,carapace.length,30.24,30.24,21.30633322,Aquatic,Albaugh and Black 1973,"A New Crawfish of the Genus Cambarellus from Texas, with New Texas Distributional Records for the Genus (Decapoda, Astacidae)",
Cambarellus_zempoalensis,cambaridae,yes,,,,35.9,total.body.length,35.9,35.9,22.2736667,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_quadricarinatus,parastacidae,yes,,,,259,total.body.length,259,259,24.33066646,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Austropotamobius_italicus_italicus,astacidae,,,,,57,carapace.length,112.86,112.86,,Aquatic,Scalici & Gibertini 2008,Allometry in the ontogenesis of Austropotamobius pallipes species complex (Decapoda: Astacidae): The use of geometric morphometrics,
Barbicambarus_simmonsi,cambaridae,yes,,,,80,carapace.length,175.2,175.2,,Aquatic,"Stites, 2015","Habitat, distribution, and diet of the Tennessee Bottlebrush Crayfish (Barbicambarus simmonsi)",
Cambarus_angularis,cambaridae,yes,,,,82.8,total.body.length,82.8,82.8,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cambarus_robustus,cambaridae,yes,35,43.13,36,52,carapace.length,104,104,,Aquatic,Hamr P. and Berrill M. 1985,The life histories of north-temperate populations of the crayfish Cambarus robustus and Cambarus bartoni,
Cambarus_sp. C,cambaridae,yes,1,32,,32,carapace.length,64,64,,Aquatic,"Simmons and Fraley, 2010","Distribution, status, and life-history observations of crayfishes in western North Carolina",
Cherax_austini,parastacidae,yes,,,,86.4,total.body.length,86.4,86.4,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_barretti,parastacidae,yes,,,,57,total.body.length,57,57,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_cid,parastacidae,yes,,,,57.7,total.body.length,57.7,57.7,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_crassimanus,parastacidae,yes,,,,71,total.body.length,71,71,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_davisi,parastacidae,yes,,,,107,total.body.length,107,107,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_glabrimanus,parastacidae,yes,,,,110,total.body.length,110,110,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_gladstonensis,parastacidae,yes,,,,95,total.body.length,95,95,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_neocarinatus,parastacidae,yes,,,,96,total.body.length,96,96,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_neopunctatus,parastacidae,yes,,,,86,total.body.length,86,86,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_parvus,parastacidae,yes,,,,52.9,total.body.length,52.9,52.9,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_plebejus,parastacidae,yes,,,,130,total.body.length,130,130,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_tenuimanus,parastacidae,yes,,,,385,total.body.length,385,385,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_urospinosus,parastacidae,yes,,,,107,total.body.length,107,107,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Cherax_wasselli,parastacidae,yes,,,,69,total.body.length,69,69,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
Euastacus_balanensis,parastacidae,yes,,,,73.5,total.body.length,73.5,73.5,,Aquatic,Richardson 2019,Body Size in Freshwater Crayfish: An Intercontinental Comparison,
